id,name_en,name_ar,category,subcategory,description,website,instagram,facebook,phone,email,address,city,governorate,lat,lng,opening_hours,price_level,ordering_url,booking_url,menu_url,rating,source,confidence,last_updated,luxury_score,family_score,tourist_score,student_score,corporate_score,gift_suitability
583dc951-ce55-4c82-a9e3-c7fb12af8e3d,"The Ritz-Carlton, Amman Spa Experiences",,Services,Spa / Luxury Wellness,Spa experiences and wellness services,https://www.ritzcarlton.com/en/hotels/ammrz-the-ritz-carlton-amman/experiences/,,,,,,Amman,Amman,,,,,,https://www.ritzcarlton.com/en/hotels/ammrz-the-ritz-carlton-amman/experiences/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,2,0,0,0,0,False
85a02a77-6e2d-4c0e-851a-af2405710c6b,Le Spa Amman,,Services,Spa / Massage / Beauty,"Spa and beauty services, appointments",https://www.instagram.com/lespaamman/,,,,,,"Abdoun / Sweifieh Village, Amman",Amman,,,,,,https://www.instagram.com/lespaamman/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
f53a962c-f27b-4d7f-b765-810da3fc4a2b,Tips & Toes Jordan,,Services,Nails / Beauty / Salon,"Nail salon, beauty services, appointments",https://tipsandtoesjo.com/,,,,,,Amman,Amman,,,,,,https://tipsandtoesjo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
162a23fb-24f4-4193-bb39-c1ff609cab9c,NStyle Beauty Lounge Amman,,Services,Nails / Beauty / Massage,"Nails, facials, massage, beauty services",https://www.nstyleintl.com/store-locator/nail-salons-amman/,,,,,,"Abdoun, Amman",Amman,,,,,,https://www.nstyleintl.com/store-locator/nail-salons-amman/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
6cdc72eb-1b2f-42fd-b12d-3d950eac3712,Infinity Nails Studio,,Services,Nail Salon / Beauty,"Nail services, manicures, beauty care",https://infinitynails.studio/,,,,,,"Sweifieh, Amman",Amman,,,,,,https://infinitynails.studio/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
c0182885-ce80-41f4-bb1b-52bf17bc53d9,TONI&GUY Jordan,,Services,Hair Salon / Beauty,"Haircuts, styling, coloring, treatments",https://toniandguyjordan.com/,,,,,,Amman,Amman,,,,,,https://toniandguyjordan.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
d1977530-4d66-4029-bed3-f6ac761472c7,Yousef Afandi,,Services,Barbershop / Grooming,"Men’s haircuts, beard grooming, barber appointments",https://yousefafandi.com/,,,,,,Jordan branches incl. Amman,Amman,31.9553338,35.9276848,,,,https://yousefafandi.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
6b0d8e5d-d325-4921-a95e-b8a82fded06b,Intense Grooming,,Services,Men’s Barbershop / Grooming,"Haircuts, beard grooming, spa/grooming services",https://intensegrooming.com/,,,,,,Amman,Amman,,,,,,https://intensegrooming.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
d24aa315-d783-49c0-9e2f-6adc441197a5,The Beauty Spot,,Services,Hair & Beauty Salon,"Hair, beauty, cutting, coloring, styling, treatments",https://thebeautyspotjo.com/,,,,,,Amman,Amman,,,,,,https://thebeautyspotjo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
6425d1c5-f2bc-4dce-acc3-5169a0dda532,AVAN Beauty Lounge,,Services,Beauty / Nails / Massage / Hair,"Nails, massage, hair styling, beauty services",https://www.avanbeautylounge.com/,,,,,,"Abdoun, Amman",Amman,,,,,,https://www.avanbeautylounge.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
5c712293-bf54-4661-8e27-d0377506c374,RizeUp Gym,,Services,Gym / Fitness / Wellness,"Gym memberships, cardio, strength training",https://rizeupgym.com/,,,0791888777,,,Amman,Amman,31.9712557,35.8329337,,,,https://rizeupgym.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,1,0,False
f4a38c6f-ff0c-436c-a101-7bcd3595138f,MAGMA Lifestyle & Fitness Center,,Services,Gym / Fitness / Wellness,"Gym membership, group classes, personal training, wellness",https://www.magmalifestyle.com/,,,,,,Amman,Amman,,,,,,https://www.magmalifestyle.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,1,0,False
1fea5c13-1634-4737-9ae7-51d8b34294fb,Arena Complex,,Services,Sports Complex / Gym Memberships,"Gym/sports memberships, day pass, family membership",https://www.ammanu.edu.jo/arena/membership/,,,,,,Amman,Amman,,,,,,https://www.ammanu.edu.jo/arena/membership/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,1,0,0,0,False
2e46ae6c-832f-4d69-9a68-6f617c401f59,Sheraton Fitness Amman,,Services,Hotel Gym / Fitness Membership,"Fitness membership, gym access, cardio/strength training",https://fitness.sheratonammanalnabil.com/sheraton-fitness,,,,,,"5th Circle, Amman",Amman,,,,,,https://fitness.sheratonammanalnabil.com/sheraton-fitness,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,1,1,0,False
6abcbfde-2203-4635-a2dc-397190bc87b6,Days Inn Amman - Energize Fitness Center,,Services,Gym / Pool / Fitness Classes,"Gym, indoor pool, classes, sauna, jacuzzi",https://www.daysinn.com.jo/,,,,,,"Rabieh, Amman",Amman,,,,,,https://www.daysinn.com.jo/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
294096ce-6857-41a5-bb37-3d3842361cee,Royal Automobile Club of Jordan Fitness Club,,Services,Fitness Club / Membership,Fitness club memberships and facilities,https://racj.com/?q=en%2Fcontent%2Ffitness-club-2004-0,,,,,,Amman,Amman,,,,,,https://racj.com/?q=en%2Fcontent%2Ffitness-club-2004-0,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
05a3e8da-1ef9-43c3-882d-e3975387f736,One With Nature Center,,Services,Yoga / Pilates / Fitness / Wellness,"Yoga, Pilates, fitness, dance, wellness, kids classes",https://www.onewithnaturecenter.com/contact/,,,,,,"Abdoun, Amman",Amman,,,,,,https://www.onewithnaturecenter.com/contact/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,1,0,0,0,False
64dddf4c-d78e-45e1-a4a2-c2422832b73f,Namaste Zone,,Services,Yoga School / Classes,"Yoga classes, teacher training, workshops",https://www.namastezone.net/,,,,,,Amman,Amman,,,,,,https://www.namastezone.net/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,2,0,False
c1923a1d-b378-4b86-821a-945a1de7db8a,Reform Room Pilates Studio,,Services,Pilates Studio,Reformer Pilates classes and private sessions,https://reformroom-jo.com/,,,,,,"Abdoun, Amman",Amman,,,,,,https://reformroom-jo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
364d1d38-3f96-4d25-baf2-f064a999c6ab,Skulpt Studio,,Services,Reformer Pilates / Yoga / Barre,"Reformer Pilates, yoga, barre, mobility, sound healing",https://www.skulpt-studio.com/,,,,,,"Sweifieh Village, Amman",Amman,,,,,,https://www.skulpt-studio.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
5f6bfdf2-d59b-4281-be1b-927e9a91ecb9,Niche Modern Pilates & Yoga,,Services,Pilates / Yoga Studio,"Semi-private Pilates, yoga, VersaClimber classes",https://www.instagram.com/niche.pilatesyoga/,,,,,,Amman,Amman,,,,,,https://www.instagram.com/niche.pilatesyoga/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
cf3f963f-36fc-4eb1-9981-0cee689deffc,Project Padel,,Services,Padel Club / Coaching,"Court bookings, private lessons, open matches, activities",https://projectpadeljo.com/,,,,,,"King Hussein Business Park, Amman",Amman,,,,,,https://projectpadeljo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
ba5be81b-8931-4459-bfb4-b30f0324626c,Padel Arena Jo,,Services,Padel Club,Padel court bookings and lessons,https://www.padelarenajo.com/,,,,,,Amman,Amman,,,,,,https://www.padelarenajo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
81516aab-c5ac-48fd-99dc-326a4cd47f56,We Padel,,Services,Padel Club,Padel court bookings and packages,https://www.wepadel.me/,,,,,,Jordan,,,,,,,https://www.wepadel.me/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
64760fda-10bd-4fc7-b6e1-975aeb440e12,Modern Tennis Academy - Padel Court,,Services,Padel / Tennis Academy,Padel court booking,https://www.mta-jo.com/service-page/padel-court,,,,,,"Sport City Circle, Amman",Amman,,,,,,https://www.mta-jo.com/service-page/padel-court,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
3fdada69-8594-4e62-800d-0486c94ae5fe,Ayla Golf Club,,Services,Golf / Golf Academy,"Golf tee times, golf academy, golf experiences",https://www.ayla.com.jo/book-ayla-golf-club/,,,,,,Aqaba,Aqaba,,,,,,https://www.ayla.com.jo/book-ayla-golf-club/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
9cbe24de-932c-418c-80f4-bdb53b9bbfdc,Amman Golf Club,,Services,Golf / Academy / Events,"Golf academy, memberships, events, tee time inquiry",https://ammangolfclub.com/,,,,,,Amman,Amman,,,,,,https://ammangolfclub.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
6662af40-a605-4037-9a28-0fee49c44ba6,Beit Sitti,,Services,Cooking Class / Cultural Experience,Traditional Arabic/Jordanian cooking classes and dining,https://beitsitti.com/,,,,,,"Jabal Al-Weibdeh, Amman",Amman,,,,,,https://beitsitti.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
9b9f5589-fa99-436d-96be-204287f38642,Gilgamesh Art Cafe,,Services,Art Workshops / Ceramics / Team Building,"Ceramics, glass painting, stained glass, photography/workshops",https://gilgameshartcafe.com/,,,,,,"Jabal Al-Weibdeh, Amman",Amman,,,,,,https://gilgameshartcafe.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
2295c721-e822-4c12-9b63-9df24f12e1a7,The Art Hub,,Services,Pottery Classes / Workshops,"Pottery classes, wheel throwing, pottery workshops",https://www.thearthubjo.com/pottery-classes-workshops,,,,,,Amman,Amman,,,,,,https://www.thearthubjo.com/pottery-classes-workshops,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
66b0c371-3f5a-47ab-8e8e-d23c72f9de08,Funun Collective,,Services,Art Workshops / Creative Classes,"Art workshops, creative classes, freelance creative services",https://www.fununjo.com/,,,,,,Amman,Amman,,,,,,https://www.fununjo.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
86e3bafb-d55d-4539-8a75-3a1d480d355f,Creative Art Center Amman,,Services,Pottery / Art Classes,"Pottery events, art classes, workshops",https://www.instagram.com/cacamman/,,,,,,Amman,Amman,,,,,,https://www.instagram.com/cacamman/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
281981db-b58c-4948-a7eb-242b086c1c89,The Ceramic Workshop,,Services,Pottery / Ceramic Painting,"Pottery practice, full courses, ceramic painting",https://www.pathsofjordan.net/local-initiatives-workshops-and-activities/the-ceramic-workshop,,,,,,"Jabal Al-Weibdeh, Amman",Amman,,,,,,https://www.pathsofjordan.net/local-initiatives-workshops-and-activities/the-ceramic-workshop,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,1,0,False
6a726a36-6e7e-42fc-8a12-ac2e41450362,Viavii - Grocery Shopping & Cooking Class,,Services,Cooking Class / Cultural Experience,Market visit and cooking class in downtown Amman,https://viavii.com/experience/grocery-shopping-and-cooking-class-in-downtown-amman,,,,,,Downtown Amman,Amman,,,,,,https://viavii.com/experience/grocery-shopping-and-cooking-class-in-downtown-amman,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
417ea938-2629-41c6-ba9b-fa16b8b0435a,Amman Food Tours - Market Tour & Cooking Class,,Services,Food Tour / Cooking Class,Market tour and hands-on cooking class,https://ammanfoodtours.com/private-experiences-market-tour-and-cooking-class/,,,,,,Amman,Amman,,,,,,https://ammanfoodtours.com/private-experiences-market-tour-and-cooking-class/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,1,0,0,False
f36bc4e8-9fd2-457f-8998-c68043fe8ae5,Traveling Spoon - Amman Cooking Class,,Services,Cooking Class / Local Host Experience,Traditional Jordanian cooking class with local family,https://www.travelingspoon.com/hosts/20502-traditional-jordanian-cooking-in-amman-with-a-local-family,,,,,,Amman,Amman,,,,,,https://www.travelingspoon.com/hosts/20502-traditional-jordanian-cooking-in-amman-with-a-local-family,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,1,0,0,0,False
e44f6c9f-6518-4c3c-95bd-3b09a42fa088,Royal Academy of Culinary Arts,,Services,Culinary Courses / Training,"Culinary programs, applications, training",https://raca.edu.jo/,,,,,,Amman,Amman,,,,,,https://raca.edu.jo/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,2,0,False
7c777872-5b9c-4b2a-acf2-54d1722ca51d,Escape The Room Jordan,,Services,Escape Room / Entertainment,Escape room games and group experiences,https://jo.escapetheroomgroup.com/,,,,,,Amman / Aqaba,Amman,,,,,,https://jo.escapetheroomgroup.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
3e749b7d-983a-4143-8871-dda858eb27be,The Escape Jordan,,Services,Escape Room / Horror Attraction,Escape rooms and themed horror attraction,https://the-escape.co/,,,,,,Amman,Amman,,,,,,https://the-escape.co/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,1,0,0,False
1dd2fe64-687f-4cfd-92a4-06e9a2619cbf,Switch Escape Room,,Services,Escape Room / Team Building,"Escape room games, team building, birthdays",https://switchescaperoom.com/,,,,,,Amman,Amman,,,,,,https://switchescaperoom.com/,,,ChatSouq SERVICES.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
99d52bcc-7fc4-4294-abf4-7083f2330415,Gifts Center,,Retail,Perfume & Cosmetics,"Jordan's leading luxury destination for international perfumes, cosmetics, skincare, watches, and jewelry. Carrying 200+ world-class brands with authentic products and expert service — since 1975.",https://www.giftscenter.com,https://www.instagram.com/giftscenterjo/?hl=en,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,True
0339f8e1-7b2e-4fc3-b247-c28424ab410b,Neuhaus Belgian Chocolates Jordan,,Retail,Belgian Chocolates,"Neuhaus — the original inventor of the Belgian praline since 1857. Exclusively in Jordan: premium chocolate collections, signature praline boxes, artisan bars, and indulgent gift sets.",https://www.neuhausjo.com,https://www.instagram.com/neuhaus_jo/,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,2,0,0,0,0,True
04fd704f-cd0b-4c12-bdbc-95cdcb77daa6,Vyne Flower Boutique,,Retail,Faux Flowers & Plants,"Vyne is Jordan's premier artificial flower boutique — handcrafted faux botanicals, premium silk stems, and stunning artificial arrangements that look and feel real. Timeless, low-maintenance beauty for any home or event.",https://vynecollection.com,https://www.instagram.com/vynecollection/?hl=en,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,True
a4fec2a0-4d8e-412f-8cf1-51a5010cbb7b,Beauty Box Jordan,,Retail,Beauty & Cosmetics,"Jordan's leading beauty destination — perfumes, skincare, makeup and haircare from global and local brands.",https://beautyboxjo.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
8c8619cb-1f62-415c-9e96-fe0dde09ec11,Smart Buy,,Retail,Electronics & Gadgets,"Jordan's smart electronics store — phones, laptops, accessories and smart gadgets at competitive prices.",https://smartbuy-me.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
b74a5088-10b8-4ec7-ba41-e667e24ea793,Taj Class,,Retail,Beauty & Cosmetics,Premium beauty and cosmetics retailer in Jordan — wide selection of international makeup and skincare brands.,https://tajclass.com,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,False
96e7fc0b-235b-41da-b312-44e82e6ff9d3,Jo Cell,,Retail,Electronics & Home Appliances,"Jordan's electronics and home appliance superstore — phones, TVs, kitchen appliances and more.",https://jo-cell.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
0c09b911-c25b-4d20-8883-48bb0326ed2b,Seventythree Coffee,,Retail,Coffee & Specialty Beverages,"Specialty coffee roasters in Jordan — premium espresso capsules, whole beans, and signature blends.",https://seventythree.coffee,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,False
0eee238b-429d-4a38-9615-d3fcdc96128a,Abu Shakra Stores,,Retail,Perfumes & Luxury Beauty,"Amman's iconic perfume and luxury beauty retailer — fragrances, watches, accessories and premium skincare since 1972.",https://abushakra.com,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,2,0,0,0,0,True
3c95e305-7cd6-45f5-b773-30e73fd57ad0,Treks Gear Jordan,,Retail,Outdoor & Sports Equipment,"Jordan's outdoor adventure gear store — backpacks, tents, sleeping bags, hiking boots, climbing gear and trekking equipment.",https://gear.treks.jo,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
177c05bd-57d5-47dc-bc9e-9b55e24e0e3c,Time Center Jordan,,Retail,Watches & Accessories,"Jordan's premier watch retailer — official stockist of over 100 luxury and fashion watch brands including Casio, Seiko, Fossil, Citizen, Tissot, Orient, and more. Shop men's, women's, and unisex timepieces with delivery across Jordan.",https://shop.timecenter.jo,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,True
78906c1b-b098-43af-a181-17ba9641c146,The Outskirts Label,,Retail,Women's Clothing,"Jordanian streetwear and fashion label — minimalist basics, hoodie sets, and tank tops for women and unisex wear. Based in Jordan.",https://theoutskirtslabel.com,,,,,,Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
23cc884f-c9c6-4ddb-bc65-3b144d183aba,Hekaya,,Retail,Gifts & Occasions,"Curated gifting brand with custom gift boxes, memory experiences, and premium gifting solutions delivered across Jordan.",https://hekaya.jo,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,True
0cb00fb8-0532-4e65-bd16-b2de75dcd329,Warda Hampers,,Retail,Gifts & Occasions,Premium hamper and gifting brand offering food and lifestyle bundles. Beautifully packaged hampers for every occasion.,https://wardahampers.com,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,0,0,True
1408262c-6e27-4aaa-a321-1eacca2193c6,Kaakeh,,Retail,Chocolates & Sweets,Artisan biscuits and food gifts. Popular for their traditional kaakeh biscuits as gifting options across Jordan.,https://kaakeh.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
a3cf3ac6-a9da-4f69-961b-81bcf0d1a86a,Floward Jordan,,Retail,Flowers & Plants,On-demand flower and gift delivery platform. Same-day delivery of fresh flowers and curated gift sets across Amman.,https://floward.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
a2c10e21-c93a-4c36-9891-658bea68655d,Pandora Jordan,,Retail,Jewelry,"International charm jewelry brand widely available in Jordan. Known for customizable bracelets, rings, necklaces, and charms.",https://pandora.net,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
0a2062f3-577f-40ca-bda4-8b49a77ad5bc,Rivoli Jordan,,Retail,Watches & Accessories,"Luxury watch and jewelry retailer offering premium brands including TAG Heuer, Longines, Swarovski, and more.",https://rivoli.ae,,,,,"Amman, Jordan",Amman,Amman,,,,premium,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,2,0,0,0,0,True
e49412f0-3903-4b5c-a485-b21e812eeca5,Olivia Fashion,,Retail,Women's Clothing,"Jordanian women's fashion brand with a strong local presence. Known for elegant, modest-friendly fashion for every occasion.",https://oliviafashion.jo,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,True
4827f4d5-08e9-47e2-9244-ff32367b3cbc,Salam Stores,,Retail,Women's Clothing,"Multi-brand fashion retailer with a wide selection of clothing for men, women, and kids. One of Jordan's established fashion destinations.",https://salamstores.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,1,0,0,0,False
1ecdc514-08e1-44f6-a93c-ff474378619f,Charles & Keith,,Retail,Bags & Accessories,Affordable luxury bags and shoes with Jordan presence. Known for trend-driven designs at accessible price points.,https://charleskeith.com,,,,,"Amman, Jordan",Amman,Amman,,,,budget,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,1,0,0,1,0,False
8587be2f-7d98-4f74-a87a-fc6e7f5a7f62,Styli Fashion,,Retail,Women's Clothing,"MENA-focused online fashion platform with modest and contemporary styles. Wide selection of abayas, dresses, and trendy separates.",https://styli.com,,,,,"Amman, Jordan",Amman,Amman,,,,,,,,,ChatSouq RETAIL.xlsx,high,2026-06-07T11:42:18.228630Z,0,0,0,0,0,False
